trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
553,False,"{'a': 0.01, 'e': 0.003965989089091065}",20,6,26.214217109236408,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.01, 'e': 0.003926526838305624}",30,20,22.132926684954207,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.01, 'e': 0.0038874572434761303}",20,10,18.713416329621275,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.01, 'e': 0.0038487763976105395}",20,13,11.948474437663268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.01, 'e': 0.003810480432592037}",30,22,16.306545200597178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.01, 'e': 0.0037725655187922052}",30,16,21.0664388379545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.01, 'e': 0.0037350278646880674}",25,14,17.854719963503797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.01, 'e': 0.003697863716482929}",20,4,22.653951723261102,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.01, 'e': 0.0036610693577310053}",30,24,11.339453953145151,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.01, 'e': 0.0036246411089657558}",30,24,11.509565278984937,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.01, 'e': 0.0035885753273319477}",20,0,-9.826834672422354,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
564,False,"{'a': 0.01, 'e': 0.003552868406221362}",20,11,17.446326010000558,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.01, 'e': 0.0035175167749121284}",20,16,8.359541585222454,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.01, 'e': 0.003482516898211663}",20,0,31.867635227901395,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
567,False,"{'a': 0.01, 'e': 0.0034478652761031265}",20,0,32.17654065275935,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
568,False,"{'a': 0.01, 'e': 0.0034135584433954303}",25,8,24.355239836759857,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.01, 'e': 0.0033795929693767124}",25,12,21.32356064866872,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.01, 'e': 0.003345965457471272}",25,6,25.16018583484231,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.01, 'e': 0.0033126725448998926}",30,22,12.216625786743728,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.01, 'e': 0.003279710902343573}",25,11,21.824031111543256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.01, 'e': 0.0032470772336105863}",25,4,33.08891590669107,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.01, 'e': 0.00321476827530687}",35,12,41.12326103827881,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.01, 'e': 0.003182780796509667}",25,14,17.04358324039037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.01, 'e': 0.0031511115984444414}",30,13,29.658219843760936,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.01, 'e': 0.003119757514164992}",25,17,15.273064115356592,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.01, 'e': 0.0030887154082367687}",20,0,30.310330135103325,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
579,False,"{'a': 0.01, 'e': 0.0030579821764233073}",25,16,18.974395698757153,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.01, 'e': 0.0030275547453758153}",30,12,33.50517107523888,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.01, 'e': 0.0029974300723258286}",25,6,29.106726932006357,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.01, 'e': 0.002967605144780944}",25,13,21.86301678032506,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.01, 'e': 0.0029380769802235503}",25,1,40.53992779003833,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.01, 'e': 0.002908842625812584}",30,18,19.6653612929048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.01, 'e': 0.0028798991580882404}",25,15,18.556982421519784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.01, 'e': 0.0028512436826796323}",25,13,19.35605328420931,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.01, 'e': 0.0028228733340153363}",25,7,29.028720292151647,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.01, 'e': 0.0027947852750368437}",20,0,30.199542919120557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
589,False,"{'a': 0.01, 'e': 0.002766976696914851}",25,9,25.987257808607648,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.01, 'e': 0.0027394448187683684}",25,15,18.52696716146484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.01, 'e': 0.0027121868873866434}",30,12,29.149875108836998,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.01, 'e': 0.0026852001769538205}",25,16,17.515955283540393,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.01, 'e': 0.002658481988776367}",25,0,40.9772405990537,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
594,False,"{'a': 0.01, 'e': 0.0026320296510131984}",20,0,30.252223411376146,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
595,False,"{'a': 0.01, 'e': 0.0026058405184084983}",20,0,31.55743949238236,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.01, 'e': 0.00257991197202718}",25,13,21.230147288663,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.01, 'e': 0.0025542414189929983}",30,0,44.69956890297191,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
598,False,"{'a': 0.01, 'e': 0.0025288262922292556}",25,15,21.596353886616484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.01, 'e': 0.0025036640502021}",20,14,11.91805406257182,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.01, 'e': 0.0024787521766663585}",30,18,22.70586531770735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.01, 'e': 0.002454088180413917}",35,16,31.931278604755274,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.01, 'e': 0.0024296695950245953}",35,9,42.69747454072781,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.01, 'e': 0.0024054939786195095}",30,24,8.409748080629383,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.01, 'e': 0.0023815589136168707}",25,15,19.981717853019372,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.01, 'e': 0.002357862006490233}",20,0,24.366653821742748,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.01, 'e': 0.002334400887529133}",20,7,21.280541799503496,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.01, 'e': 0.002311173210602129}",20,9,19.827315049490203,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.01, 'e': 0.0022881766529221693}",35,24,18.115332180441303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.01, 'e': 0.002265408914814322}",30,14,29.537174916570795,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.01, 'e': 0.002242867719485801}",30,20,17.75235118799967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.01, 'e': 0.002220550812798294}",30,0,37.75281563631124,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.01, 'e': 0.0021984559630425313}",25,17,13.330405852635439,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.01, 'e': 0.0021765809607151255}",25,13,20.71898210697477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.01, 'e': 0.002154923618297613}",20,8,22.1881330474025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.01, 'e': 0.002133481770037708}",30,18,18.717589045034977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.01, 'e': 0.002112253271732714}",25,11,25.612271744927828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.01, 'e': 0.0020912360005151103}",20,15,8.857371553638725,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.01, 'e': 0.0020704278546402606}",35,8,44.10811041706458,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.01, 'e': 0.002049826753276235}",30,13,28.917135497172758,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.01, 'e': 0.002029430636295734}",20,12,14.90578102636914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.01, 'e': 0.0020092374640700602}",25,15,17.91390188356861,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.01, 'e': 0.0019892452172651635}",20,9,18.879380592026077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.01, 'e': 0.0019694518966397014}",20,16,6.834297265935532,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.01, 'e': 0.0019498555228451206}",20,14,8.539879873986258,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.01, 'e': 0.0019304541362277093}",20,12,12.508835063918665,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.01, 'e': 0.0019112457966326377}",25,18,12.23679396847755,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.01, 'e': 0.001892228583209938}",20,5,24.096163591344304,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.01, 'e': 0.0018734005942224233}",25,14,19.514067523600378,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.01, 'e': 0.0018547599468555032}",20,0,-19.28724488404747,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
630,False,"{'a': 0.01, 'e': 0.0018363047770289071}",25,8,28.52369809431826,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.01, 'e': 0.0018180332392102713}",20,11,14.243167333825902,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.01, 'e': 0.0017999435062305911}",20,8,20.834732271712898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.01, 'e': 0.0017820337691014916}",20,3,28.581178509887277,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.01, 'e': 0.0017643022368343355}",20,14,10.232529409341097,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.01, 'e': 0.0017467471362611182}",20,1,-15.164674337419736,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
636,False,"{'a': 0.01, 'e': 0.0017293667118571557}",20,9,17.809108038482364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.01, 'e': 0.0017121592255655228}",25,11,24.673245179404542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.01, 'e': 0.0016951229566232505}",20,0,23.027881834501052,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
639,False,"{'a': 0.01, 'e': 0.0016782562013892464}",20,8,20.910558322739856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.01, 'e': 0.001661557273173934}",25,0,36.158563891669914,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
641,False,"{'a': 0.01, 'e': 0.0016450245020705747}",20,2,23.533501976978414,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.01, 'e': 0.0016286562347882806}",20,7,14.160542563220867,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.01, 'e': 0.0016124508344866836}",30,22,14.085229084897026,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.01, 'e': 0.0015964066806122474}",35,19,5.026819154689704,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
645,False,"{'a': 0.01, 'e': 0.001580522168736217}",25,10,26.60441953682792,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.01, 'e': 0.0015647957103941666}",25,0,41.09994695499172,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
647,False,"{'a': 0.01, 'e': 0.0015492257329271562}",25,9,25.605986370034948,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.01, 'e': 0.001533810679324463}",20,16,6.204874345452767,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.01, 'e': 0.0015185490080678835}",20,10,18.300167452887305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.01, 'e': 0.0015034391929775724}",20,0,25.618096671944393,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
651,False,"{'a': 0.01, 'e': 0.0014884797230594294}",25,0,36.29497578773412,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
652,False,"{'a': 0.01, 'e': 0.0014736691023539948}",20,0,33.48358078755802,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.01, 'e': 0.0014590058497868585}",20,5,25.19600612300618,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.01, 'e': 0.0014444884990205433}",20,14,14.81169031442519,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.01, 'e': 0.0014301155983078744}",20,11,13.9544718901364,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.01, 'e': 0.0014158857103468022}",20,12,12.237373662876104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.01, 'e': 0.0014017974121366744}",25,0,37.51208404929752,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
658,False,"{'a': 0.01, 'e': 0.001387849294835929}",25,0,28.651350246570047,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
659,False,"{'a': 0.01, 'e': 0.0013740399636212118}",35,19,24.744246931102452,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.01, 'e': 0.0013603680375478928}",20,0,23.225410105739897,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
661,False,"{'a': 0.01, 'e': 0.0013468321494119735}",25,10,25.02294860134911,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.01, 'e': 0.0013334309456133593}",30,6,32.26351434888855,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.01, 'e': 0.0013201630860205026}",25,1,32.42856799357147,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.01, 'e': 0.0013070272438363863}",20,0,29.17612825565382,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
665,False,"{'a': 0.01, 'e': 0.001294022105465848}",25,18,10.49874639380024,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.01, 'e': 0.0012811463703842113}",20,0,27.665294858142765,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
667,False,"{'a': 0.01, 'e': 0.0012683987510072388}",25,11,19.538893461697448,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.01, 'e': 0.0012557779725623694}",30,23,13.249144091045931,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.01, 'e': 0.0012432827729612404}",25,9,26.8392708351822,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.01, 'e': 0.001230911902673481}",30,4,36.55598347144992,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.01, 'e': 0.0012186641246017523}",25,16,21.83621458084846,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.01, 'e': 0.0012065382139580404}",20,11,18.834823586973556,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.01, 'e': 0.0011945329581411752}",30,22,14.3595280297937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.01, 'e': 0.0011826471566155727}",25,10,19.78067275476475,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.01, 'e': 0.0011708796207911744}",20,11,14.866042805080314,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.01, 'e': 0.0011592291739045914}",25,0,32.40793175281245,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
677,False,"{'a': 0.01, 'e': 0.0011476946509014253}",30,15,23.64999177267389,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.01, 'e': 0.0011362748983197658}",20,8,8.795798623281513,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.01, 'e': 0.0011249687741748374}",30,18,23.20228409961176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.01, 'e': 0.0011137751478448032}",25,0,35.40807153158373,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
681,False,"{'a': 0.01, 'e': 0.0011026928999577018}",20,13,10.541693744848477,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.01, 'e': 0.0010917209222795108}",20,0,27.865059870847016,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.01, 'e': 0.0010808581176033184}",20,0,33.07489245011429,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
684,False,"{'a': 0.01, 'e': 0.0010701033996396044}",25,16,16.372835740108727,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.01, 'e': 0.001059455692907609}",20,10,16.337891318781708,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.01, 'e': 0.0010489139326277882}",25,8,24.03671847967535,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.01, 'e': 0.0010384770646153282}",20,12,10.579813072349342,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.01, 'e': 0.0010281440451747298}",20,10,19.060424980566005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.01, 'e': 0.0010179138409954376}",25,13,23.263376913210067,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.01, 'e': 0.0010077854290485105}",20,10,20.656520132113485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.01, 'e': 0.000997757796484312}",20,14,9.594091670270908,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,8,27.533919771853473,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,0,35.13264147363613,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0.0, 'e': 0.0}",30,19,14.373122958983714,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,0,30.271004204686523,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0.0, 'e': 0.0}",20,12,15.17452569960638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,5,20.467759953887104,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,0,23.18424648165117,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0.0, 'e': 0.0}",20,8,20.27205595766941,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,15,17.70208582975428,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",30,8,32.45526159337433,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,10,20.084467775647667,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",25,0,37.39599130508966,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0.0, 'e': 0.0}",30,17,18.946331328924032,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",20,0,35.32578521600272,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",25,15,20.04407050516034,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",20,11,16.47368673477456,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",25,2,36.60836206865522,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",25,12,18.03967870765627,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",30,5,38.49142702106855,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",30,22,15.199162830179523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
